271,0.78,17.9
272,0.72,19.1
273,0.73,18.1
274,0.84,14.7
275,0.84,14.6
276,0.78,12.8
277,0.79,13.1
278,0.76,13.9
279,0.81,12.5
280,0.8,10.5
281,0.82,8.3
282,0.83,8
283,0.78,10.4
284,0.66,10.7
285,0.79,11.1
286,0.84,12.1
287,0.89,10.9
288,0.91,11.7
289,0.87,12.9
290,0.79,13.9
291,0.79,11.9
292,0.82,11.7
293,0.85,12.9
294,0.83,12.8
295,0.82,13.1
296,0.84,11.8
297,0.82,12.2
298,0.89,13.4
299,0.82,14.6
300,0.79,12.9
301,0.73,11
302,0.79,10.5
303,0.7,10.4
304,0.58,13.9
305,0.78,9.7
306,0.62,11.3
307,0.65,11.4
308,0.87,9.3
309,0.78,7.8
310,0.74,7.5
311,0.72,8.6
312,0.52,11.1
313,0.49,10.4
314,0.71,8.3
315,0.76,6.6
316,0.77,5.6
317,0.68,7
318,0.82,9.6
319,0.9,7
320,0.86,6.2
321,0.85,5.1
322,0.87,5
323,0.8,4.6
324,0.79,4.4
325,0.78,7.1
326,0.74,6.8
327,0.84,8.5
328,0.84,9
329,0.85,6.5
330,0.82,5.2
331,0.75,7.1
332,0.77,7.1
333,0.86,9.8
334,0.86,8.8
335,0.83,8.3
336,0.87,6
337,0.84,8.2
338,0.76,9.1
339,0.78,8.1
340,0.84,6.8
341,0.87,6.1
342,0.79,8.4
343,0.81,9.7
344,0.83,9.2
345,0.74,9.2
346,0.67,10.1
347,0.74,9
348,0.6,11.7
349,0.66,9.3
350,0.78,5.7
351,0.72,4.3
352,0.73,4.8
353,0.8,3
354,0.78,6.1
355,0.82,4.5
356,0.81,3.3
357,0.8,0.4
358,0.8,0.3
359,0.78,0
360,0.89,3.6
361,0.85,5.9
362,0.83,5.2
363,0.8,2.6
364,0.81,1.1
365,0.77,1
366,0.76,0.6
367,0.68,0.8
368,0.81,6.6
369,0.7,7
370,0.71,6.7
371,0.71,9.3
372,0.86,7.8
373,0.87,4.9
374,0.84,5
375,0.81,1.9
376,0.8,3.6
377,0.82,6
378,0.88,3.9
379,0.69,-0.9
380,0.59,-1.8
381,0.7,-1.8
382,0.79,-1.1
383,0.76,-0.2
384,0.8,1.8
385,0.88,2.1
386,0.87,3.5
387,0.83,1.7
388,0.76,4.5
389,0.81,7.7
390,0.81,7.5
391,0.85,6
392,0.78,5.2
393,0.66,6.2
394,0.72,3.6
395,0.86,1.6
396,0.84,2.5
397,0.74,1.6
398,0.75,0.3
399,0.68,-0.4
400,0.76,5.6
401,0.76,10.1
402,0.55,11
403,0.62,11.2
404,0.69,9.4
405,0.72,8
406,0.65,6.6
407,0.76,3.4
408,0.64,6.1
409,0.64,7.4
410,0.84,8.3
411,0.76,4.1
412,0.76,4.1
413,0.78,4.8
414,0.8,3.5
415,0.81,3.7
416,0.78,2.4
417,0.75,3.2
418,0.68,3.8
419,0.76,6.5
420,0.78,5.3
421,0.79,0.7
422,0.8,-0.7
423,0.7,-0.7
424,0.55,1.4
425,0.64,2.4
426,0.82,2.5
427,0.8,3.2
428,0.91,1.5
429,0.84,5.9
430,0.75,5.9
431,0.78,3.5
432,0.85,6.8
433,0.89,9.1
434,0.73,10
435,0.8,9.7
436,0.83,11.8
437,0.86,10.7
438,0.67,7.7
439,0.79,6.9
440,0.81,10.5
441,0.74,12.2
442,0.84,10.1
443,0.62,11
444,0.72,6.1
445,0.87,5.5
446,0.75,11.6
447,0.71,12.1
448,0.71,15.1
449,0.74,14.4
450,0.73,11.4
451,0.79,6.8
452,0.78,6.6
453,0.71,9.5
454,0.69,8.6
455,0.73,7.9
456,0.64,8.6
457,0.56,12
458,0.57,14.1
459,0.73,11
460,0.73,10.4
461,0.62,8.4
462,0.71,11.7
463,0.75,7.8
464,0.81,7.9
465,0.85,7.6
466,0.83,8.6
467,0.77,8.1
468,0.66,8.8
469,0.56,4.7
470,0.59,2.7
471,0.74,4.9
472,0.88,6.3
473,0.79,6.6
474,0.7,7
475,0.77,4.9
476,0.75,3.8
477,0.9,2.7
478,0.82,5.2
479,0.69,7
480,0.66,12
481,0.84,9.5
482,0.66,10.1
483,0.65,11.7
484,0.66,13.7
485,0.85,13.2
486,0.88,13.6
487,0.69,13
488,0.68,15.6
489,0.74,15.4
490,0.79,14
491,0.97,10.2
492,0.96,8.1
493,0.94,8.7
494,0.88,11
495,0.76,15
496,0.78,16.2
497,0.64,16.7
498,0.59,17.3
499,0.61,17.9
500,0.82,15.7
501,0.94,13.5
502,0.9,14.7
503,0.94,13.4
504,0.78,10.9
505,0.71,12.2
506,0.72,14.4
507,0.69,16.6
508,0.7,16.1
509,0.67,17.6
510,0.76,18.5
511,0.75,19
512,0.64,19.8
513,0.62,20.5
514,0.66,21.8
515,0.64,22.8
516,0.65,22.7
517,0.67,18.9
518,0.54,15.2
519,0.74,12.6
520,0.81,9.5
521,0.66,11
522,0.64,15.1
523,0.81,14.8
524,0.71,16.3
525,0.91,13.7
526,0.98,11.5
527,0.88,13.4
528,0.66,12.3
529,0.61,13.9
530,0.62,16.1
531,0.7,16.7
532,0.76,17.3
533,0.87,16.2
534,0.72,15.3
535,0.8,13.3
536,0.76,14.6
537,0.67,15.6
538,0.59,19.2
539,0.6,18.8
540,0.6,17.2
541,0.56,19.9
542,0.6,21.5
543,0.56,22.9
544,0.69,21.5
545,0.85,18.4
546,0.71,19.9
547,0.71,21
548,0.66,20
549,0.67,19.9
550,0.6,20.6
551,0.54,22.4
552,0.61,23.3
553,0.66,23.6
554,0.82,17.6
555,0.73,19
556,0.7,19.1
557,0.62,20.1
558,0.63,18.7
559,0.68,17.2
560,0.82,17.9
561,0.88,19.2
562,0.97,13.3
563,0.82,14.1
564,0.75,17.1
565,0.67,17.8
566,0.64,17.3
567,0.79,14.6
568,0.68,17.8
569,0.64,20.6
570,0.69,20.7
571,0.8,20.6
572,0.77,21.8
573,0.69,22.6
574,0.68,23.6
575,0.79,21.9
576,0.76,22.6
577,0.66,23.2
578,0.61,23.7
579,0.69,23.1
580,0.68,24.2
581,0.83,20
582,0.79,18.2
583,0.66,17.6
584,0.82,17
585,0.72,20.8
586,0.72,19.8
587,0.7,18.7
588,0.63,16.6
589,0.66,15.6
590,0.64,17.1
591,0.61,19.9
592,0.59,22.4
593,0.58,24.9
594,0.66,21.8
595,0.82,20.1
596,0.72,22.4
597,0.76,20.6
598,0.85,19.2
599,0.77,19.8
600,0.74,20.5
601,0.75,21.5
602,0.71,22.9
603,0.68,23.5
604,0.62,23.8
605,0.66,22.8
606,0.69,18.7
607,0.63,18.4
608,0.84,17.2
609,0.84,15.5
610,0.81,14.4
611,0.73,15.3
612,0.7,16.6
613,0.78,14.3
614,0.78,12.4
615,0.85,10.7
616,0.81,15
617,0.75,15.2
618,0.74,9.8
619,0.73,10.4
620,0.69,11.5
621,0.87,12.4
622,0.78,14.2
623,0.81,11.9
624,0.74,12.1
625,0.81,11.3
626,0.89,8.9
627,0.81,8.6
628,0.76,10.9
629,0.78,14
630,0.89,13
631,0.9,11.5
632,0.95,9.1
633,0.88,12.2
634,0.88,10.8
635,0.8,12.3
636,0.8,12.9
637,0.81,13.9
638,0.87,13.7
639,0.85,15.2
640,0.84,16.6
641,0.75,20.1
642,0.87,15.8
643,0.83,13.8
644,0.86,13
645,0.85,17.1
646,0.92,15.4
647,0.88,12.2
648,0.83,13.5
649,0.83,13.8
650,0.86,13
651,0.88,13.8
652,0.82,15
653,0.83,16
654,0.78,16.4
655,0.82,15.6
656,0.84,14.7
657,0.86,14
658,0.83,14.8
659,0.87,13
660,0.8,13.5
661,0.75,13.2
662,0.87,11.6
663,0.86,12.1
664,0.89,11.9
665,0.86,11.1
666,0.87,12
667,0.84,13.4
668,0.86,13.3
669,0.84,13.4
670,0.82,11.8
671,0.85,6.9
672,0.85,5.5
673,0.82,6.2
674,0.88,7
675,0.89,7.4
676,0.76,7.3
677,0.8,10.4
678,0.74,8.6
679,0.81,2.8
680,0.78,1.6
681,0.92,-1.7
682,0.83,0.1
683,0.94,2.4
684,0.84,1.5
685,0.81,0.3
686,0.86,-0.5
687,0.79,1.8
688,0.92,-0.2
689,0.92,0.5
690,0.84,3.1
691,0.84,1.4
692,0.84,2.7
693,0.87,1.1
694,0.88,2.2
695,0.95,4.5
696,0.89,7.8
697,0.9,5.7
698,0.87,3.6
699,0.88,3.9
700,0.97,8.1
701,0.92,10.2
702,0.89,9.5
703,0.88,9
704,0.76,9.8
705,0.84,8.7
706,0.78,8.1
707,0.93,2.3
708,0.86,0.9
709,0.88,-2
710,0.79,-2
711,0.79,-0.9
712,0.89,0.7
713,0.74,-0.3
714,0.46,-8
715,0.68,-7.6
716,0.67,-4.5
717,0.8,-3.7
718,0.86,-3
719,0.76,-2.1
720,0.86,-2.3
721,0.68,-2.3
722,0.81,0.7
723,0.76,-3
724,0.73,-7.6
725,0.68,3.7
726,0.81,0.7
727,0.72,-0.3
728,0.71,6.8
729,0.73,8.6
730,0.78,-0.2
731,0.81,-2.1
732,0.76,-4.7
733,0.75,-3.7
734,0.84,-5.3
735,0.79,-5
736,0.83,-5.8
737,0.87,-5.4
738,0.92,-4.4
739,0.94,-3.7
740,0.88,-4
741,0.87,-3.5
742,0.83,-2.3
743,0.86,0.6
744,0.9,-0.4
745,0.87,-0.6
746,0.85,-2
747,0.88,-0.6
748,0.91,1.1
749,0.76,1.9
750,0.83,2.5
751,0.74,6.6
752,0.82,6.1
753,0.79,3.8
754,0.83,4.1
755,0.74,8.8
756,0.75,7.4
757,0.56,10.7
758,0.65,10.8
759,0.67,12.4
760,0.82,7.4
761,0.75,6.9
762,0.78,7.2
763,0.8,8.9
764,0.67,9.4
765,0.65,8.9
766,0.63,9.3
767,0.66,12.1
768,0.9,6.5
769,0.78,5.5
770,0.91,4.7
771,0.79,9.7
772,0.72,7.3
773,0.6,10.6
774,0.57,13
775,0.6,12.6
776,0.88,6.3
777,0.75,2.5
778,0.78,1.4
779,0.8,2.5
780,0.81,3.7
781,0.7,4.5
782,0.76,6.7
783,0.8,1.2
784,0.78,0.6
785,0.74,6.4
786,0.67,3.7
787,0.7,8.3
788,0.58,11.9
789,0.82,7.5
790,0.63,7.1
791,0.78,6.8
792,0.92,3.4
793,0.85,3.1
794,0.8,3.1
795,0.78,3.7
796,0.75,4.8
797,0.71,9.6
798,0.74,9.4
799,0.71,8.3
800,0.64,8.7
801,0.54,11
802,0.48,12.6
803,0.52,13.8
804,0.86,6.5
805,0.84,8.1
806,0.71,10.2
807,0.67,11.5
808,0.59,12.6
809,0.72,14.6
810,0.69,14.5
811,0.68,13.8
812,0.77,9.7
813,0.67,5.1
814,0.62,4.8
815,0.6,2.6
816,0.64,3
817,0.62,3.4
818,0.5,6
819,0.48,9.9
820,0.66,6.6
821,0.57,9.7
822,0.5,11.2
823,0.46,12.6
824,0.48,12.8
825,0.52,11.1
826,0.47,10.1
827,0.38,8.2
828,0.48,5.8
829,0.59,7.8
830,0.49,6.6
831,0.49,7.3
832,0.58,10.3
833,0.71,9.5
834,0.96,7.6
835,0.92,5.3
836,0.79,5.7
837,0.81,4.9
838,0.74,8.6
839,0.66,10
840,0.74,8.8
841,0.8,7
842,0.78,9.2
843,0.68,12.2
844,0.62,14
845,0.8,13.1
846,0.65,16.6
847,0.77,12.7
848,0.62,9.6
849,0.55,11.7
850,0.57,11.8
851,0.56,14
852,0.84,10.5
853,0.92,8.9
854,0.96,6.9
855,0.94,7
856,0.79,7.3
857,0.8,7.9
858,0.83,11.4
859,0.89,12.5
860,0.78,16
861,0.67,15.2
862,0.77,14
863,0.79,13.4
864,0.76,15.1
865,0.62,15.3
866,0.57,16.1
867,0.56,19
868,0.55,21.8
869,0.77,15.1
870,0.81,13.7
871,0.66,16
872,0.57,19.1
873,0.65,18.2
874,0.89,11.3
875,0.76,14.3
876,0.85,11.2
877,0.78,11.9
878,0.86,10.7
879,0.73,12.4
880,0.72,12.7
881,0.65,14.4
882,0.6,16.9
883,0.63,17.7
884,0.59,19
885,0.72,17.4
886,0.81,19.8
887,0.92,15.3
888,0.85,15.9
889,0.78,14.4
890,0.75,15.5
891,0.9,15.2
892,0.75,13.1
893,0.71,14.5
894,0.67,17.7
895,0.65,20.9
896,0.64,22.9
897,0.64,23.9
898,0.74,23.3
899,0.61,25.8
900,0.56,26.8
901,0.65,25.1
902,0.8,23.3
903,0.76,23
904,0.74,24.2
905,0.69,24.6
906,0.89,18.9
907,0.66,19.1
908,0.63,20.1
909,0.66,19.8
910,0.59,16
911,0.6,15.6
912,0.58,16.5
913,0.55,19.7
914,0.74,16.6
915,0.68,17.8
916,0.73,14.7
917,0.65,17.2
918,0.82,16.1
919,0.71,19.4
920,0.67,21.9
921,0.77,21.5
922,0.85,15.9
923,0.7,17.2
924,0.64,19.6
925,0.8,17.6
926,0.85,17.4
927,0.9,17.8
928,0.95,16.1
929,0.94,16.2
930,0.76,17.9
931,0.72,17.7
932,0.68,19.8
933,0.7,20.2
934,0.63,18.4
935,0.64,19.1
936,0.68,19
937,0.66,18.4
938,0.71,18
939,0.69,20.8
940,0.67,22.1
941,0.67,23.4
942,0.69,23.5
943,0.82,19.8
944,0.86,16.6
945,0.69,18.4
946,0.86,18.4
947,0.92,17.2
948,0.78,17.8
949,0.88,16.6
950,0.83,16.9
951,0.76,17.5
952,0.88,15.8
953,0.94,13.5
954,0.9,14.2
955,0.77,16.4
956,0.72,18.1
957,0.7,18
958,0.72,19.6
959,0.7,20.9
960,0.73,21.5
961,0.67,22
962,0.64,23
963,0.84,19.5
964,0.71,18.5
965,0.73,17.2
966,0.76,19.5
967,0.78,19.9
968,0.82,19.5
969,0.82,18.3
970,0.84,18
971,0.78,19.4
972,0.82,20.1
973,0.83,20.3
974,0.86,19.1
975,0.89,15.5
976,0.79,16.2
977,0.92,14.6
978,0.84,17.7
979,0.8,17.4
980,0.78,17.9
981,0.83,16.6
982,0.75,18.8
983,0.84,17.1
984,0.89,14.4
985,0.92,12.9
986,0.78,15.2
987,0.69,13.1
988,0.73,12.9
989,0.76,14.2
990,0.75,12.2
991,0.76,13
992,0.76,16
993,0.92,17
994,0.84,18
995,0.82,14.3
996,0.74,13.1
997,0.93,9.2
998,0.94,6.3
999,0.91,6.4
1000,0.89,8.9
1001,0.84,10.8
1002,0.83,9.9
1003,0.73,8.7
1004,0.75,10.7
1005,0.77,11.6
1006,0.82,12.2
1007,0.79,13.9
1008,0.92,13.6
1009,0.8,11.7
1010,0.91,11
1011,0.87,9
1012,0.83,9.1
1013,0.84,8.5
1014,0.88,7.6
1015,0.9,9.4
1016,0.87,9.8
1017,0.77,10.4
1018,0.93,10.6
1019,0.93,12.1
1020,0.84,15.9
1021,0.85,10.8
1022,0.76,7.4
1023,0.82,6.6
1024,0.82,6.8
1025,0.88,9.7
1026,0.74,13.7
1027,0.75,10.7
1028,0.78,8.7
1029,0.79,13
1030,0.57,13.1
1031,0.63,14.1
1032,0.68,9.2
1033,0.72,7.4
1034,0.73,10.5
1035,0.82,11.4
1036,0.85,12.7
1037,0.92,12.1
1038,0.84,13
1039,0.83,9.2
1040,0.88,7.9
1041,0.85,5.8
1042,0.86,5
1043,0.73,5.6
1044,0.8,9.4
1045,0.93,5.9
1046,0.82,10.5
1047,0.84,6.6
1048,0.85,7.8
1049,0.88,6.8
1050,0.9,8.5
1051,0.94,8.8
1052,0.87,9
1053,0.92,6.4
1054,0.95,7
1055,0.84,6.5
1056,0.83,6.7
1057,0.84,6.8
1058,0.8,6.8
1059,0.96,7.4
1060,0.94,7
1061,0.95,7.8
1062,0.88,8.6
1063,0.89,7.9
1064,0.86,8.4
1065,0.9,6.5
1066,0.88,4.8
1067,0.83,6.2
1068,0.92,5
1069,0.9,4.8
1070,0.9,4.3
1071,0.89,3.8
1072,0.92,2.3
1073,0.79,2.3
1074,0.78,-0.4
1075,0.79,-0.9
1076,0.83,-1.9
1077,0.84,-0.5
1078,0.9,1.8
1079,0.88,1.3
1080,0.88,4.4
1081,0.85,7.1
1082,0.89,6.3
1083,0.88,2.8
1084,0.76,1.6
1085,0.85,2.6
1086,0.96,6.8
1087,0.9,9
1088,0.93,10.6
1089,0.9,9.3
1090,0.9,8.3
1091,0.87,7.5
1092,0.82,8.2
1093,0.9,7.3
1094,0.79,7.8
1095,0.65,12.5
1096,0.77,9.3
1097,0.77,8.3
1098,0.65,14.1
1099,0.64,9.2
1100,0.85,5.3
1101,0.81,-2.1
1102,0.87,-3.6
1103,0.86,-4.3
1104,0.73,-4.8
1105,0.75,-5.6
1106,0.77,-7.4
1107,0.69,-5
1108,0.7,-8
1109,0.77,-5.9
1110,0.92,2
1111,0.89,1.5
1112,0.88,2.7
1113,0.82,2.5
1114,0.82,2.6
1115,0.88,1.4
1116,0.85,3.9
1117,0.91,3.3
1118,0.72,6.8
1119,0.83,4.8
1120,0.84,2.4
1121,0.82,1.1
1122,0.86,2.3
1123,0.94,4.4
1124,0.73,6.5
1125,0.8,2.1
1126,0.8,0.5
1127,0.79,-4.6
1128,0.72,-5.8
1129,0.83,-0.8
1130,0.8,4.9
1131,0.88,0.4
1132,0.79,0.1
1133,0.78,0.2
1134,0.78,-1.6
1135,0.79,1.5
1136,0.83,1.3
1137,0.83,-0.1
1138,0.72,0.3
1139,0.72,-2.8
1140,0.66,-3
1141,0.69,-4
1142,0.63,-2.5
1143,0.63,-2.6
1144,0.59,-2.4
1145,0.65,-3.8
1146,0.61,-2.7
1147,0.69,-2
1148,0.69,-0.1
1149,0.74,-0.2
1150,0.76,0.7
1151,0.63,3.7
1152,0.58,3.8
1153,0.55,6.7
1154,0.56,5.4
1155,0.59,8.4
1156,0.66,9.5
1157,0.82,7.3
1158,0.78,5.3
1159,0.75,5.4
1160,0.64,10.3
1161,0.8,6.9
1162,0.69,6.3
1163,0.67,6.8
1164,0.59,8.8
1165,0.53,10.8
1166,0.44,14.2
1167,0.67,10.3
1168,0.72,7
1169,0.48,5
1170,0.56,3.7
1171,0.52,4.6
1172,0.53,5.7
1173,0.65,5.9
1174,0.58,6.5
1175,0.53,8
1176,0.63,4.8
1177,0.54,6.6
1178,0.42,8.7
1179,0.5,10.9
1180,0.49,11.9
1181,0.46,11.6
1182,0.47,12.7
1183,0.54,14.6
1184,0.61,14.4
1185,0.74,13.9
1186,0.68,11.6
1187,0.52,10.6
1188,0.72,6.6
1189,0.66,4.9
1190,0.65,4.6
1191,0.59,6.6
1192,0.47,6
1193,0.44,2.2
1194,0.4,2.6
1195,0.57,4.3
1196,0.85,0.8
1197,0.69,4.9
1198,0.8,7.2
1199,0.6,10.8
1200,0.46,13.9
1201,0.48,13.9
1202,0.46,15.5
1203,0.48,14
1204,0.42,12.8
1205,0.55,8.2
1206,0.63,11.8
1207,0.67,13.2
1208,0.72,14.1
1209,0.7,13.5
1210,0.56,15.2
1211,0.54,16.5
1212,0.8,13
1213,0.6,13.9
1214,0.49,17.9
1215,0.7,16.3
1216,0.82,14.1
1217,0.65,13.1
1218,0.74,11.9
1219,0.59,13.4
1220,0.52,16.7
1221,0.6,18.7
1222,0.64,18.3
1223,0.74,17.4
1224,0.76,18.1
1225,0.8,16.4
1226,0.77,15.1
1227,0.76,16.2
1228,0.73,15.9
1229,0.73,11.4
1230,0.69,9.5
1231,0.61,10.1
1232,0.59,12.5
1233,0.73,14.1
1234,0.83,15.5
1235,0.76,17.1
1236,0.73,12
1237,0.73,11.1
1238,0.91,11.7
1239,0.74,18.6
1240,0.67,19.2
1241,0.82,12.5
1242,0.88,12.9
1243,0.91,15.3
1244,0.87,16.8
1245,0.82,19.2
1246,0.68,21
1247,0.68,21.6
1248,0.64,22.7
1249,0.75,19.8
1250,0.72,21.7
1251,0.67,23.7
1252,0.64,22.9
1253,0.78,21.8
1254,0.73,22.6
1255,0.66,23.5
1256,0.66,22.1
1257,0.61,24.7
1258,0.6,25.8
1259,0.62,24.5
1260,0.64,25
1261,0.71,24.2
1262,0.7,24
1263,0.65,23.4
1264,0.58,23.6
1265,0.6,20.5
1266,0.58,21.2
1267,0.61,23.5
1268,0.55,20
1269,0.45,24.5
1270,0.44,27.7
1271,0.59,25.7
1272,0.61,23.6
1273,0.65,21.6
1274,0.65,22.6
1275,0.64,22
1276,0.58,23.8
1277,0.56,25.8
1278,0.87,15
1279,0.58,18.7
1280,0.72,17.6
1281,0.77,14.7
1282,0.67,17.3
1283,0.65,18.6
1284,0.62,20.8
1285,0.59,21.5
1286,0.58,21.7
1287,0.6,22
1288,0.53,23.3
1289,0.57,23.3
1290,0.52,22.4
1291,0.46,23.7
1292,0.44,27.2
1293,0.7,23.7
1294,0.58,20.6
1295,0.54,21.9
1296,0.52,24.1
1297,0.45,27.3
1298,0.67,23.7
1299,0.61,23.5
1300,0.66,24
1301,0.8,18.3
1302,0.63,21.4
1303,0.58,24.1
1304,0.85,20.2
1305,0.63,19.5
1306,0.56,20.5
1307,0.62,20.4
1308,0.86,18.2
1309,0.71,21.7
1310,0.64,23.9
1311,0.57,26.6
1312,0.55,27.5
1313,0.52,28.6
1314,0.52,28.2
1315,0.48,28.5
1316,0.42,27.6
1317,0.45,28.5
1318,0.42,28.6
1319,0.43,26.7
1320,0.4,28.1
1321,0.39,29
1322,0.63,23.7
1323,0.71,21
1324,0.63,23.6
1325,0.71,24.1
1326,0.7,21.9
1327,0.59,22.4
1328,0.74,20
1329,0.68,22.5
1330,0.55,22.3
1331,0.55,21.6
1332,0.57,22.1
1333,0.53,21.6
1334,0.49,22.3
1335,0.49,22.1
1336,0.64,21
1337,0.72,19.6
1338,0.83,17.3
1339,0.72,14.8
1340,0.69,13.7
1341,0.65,13.5
1342,0.61,13.9
1343,0.57,15
1344,0.66,15.2
1345,0.83,17.4
1346,0.83,17.9
1347,0.8,15.8
1348,0.82,15
1349,0.71,15.8
1350,0.71,15.2
1351,0.68,15.2
1352,0.73,15.3
1353,0.67,13.3
1354,0.7,14.9
1355,0.65,14.9
1356,0.63,16.7
1357,0.65,18
1358,0.6,18.8
1359,0.58,19.1
1360,0.58,18.7
1361,0.57,19.1
1362,0.74,14.6
1363,0.76,10.8
1364,0.68,11.8
1365,0.69,16.5
1366,0.74,14.4
1367,0.91,14.4
1368,0.73,12.1
1369,0.7,11.3
1370,0.9,12.4
1371,0.82,17.3
1372,0.86,16.8
1373,0.89,12.8
1374,0.88,7.2
1375,0.69,9.3
1376,0.81,8
1377,0.67,9.3
1378,0.83,14
1379,0.8,12.9
1380,0.8,11.7
1381,0.86,10.9
1382,0.82,9.9
1383,0.75,9
1384,0.61,8.3
